keyword
10_percent
percent_point
4_index
year_company
com_inc
backed_japan
billion_source
said_plan
bln_reuters
acquire_july
group_inc
announces_acquisition
buy_stake
state_fund
oman_index
percent_editing
3_million
backed_network
korean_hynix
share_text
reporting_writing
qatar_percent
co_ltd
korean_chipmaker
definitive_agreement
acquire_company
fell_percent
company_corp
announces_agreement
billion_company
billion_said
july_20
july_following
2_2
spokesman_said
story_time
million_share
reuters_company
financial_time
backed_corp
chipmaker_sk
toshiba_chip
3_reuters
agreement_sell
qatar_index
south_korean
million_1
reuters_announces
state_network
general_electric
percent_4
percent_5
percent_6
percent_7
percent_1
point_egypt
percent_3
8_percent
sec_filing
company_company
6_million
18_billion
western_corp
inc_announces
firm_capital
said_group
state_said
6_percent
2_year
transaction_million
yamazaki_editing
june_26
group_acquire
said_expected
june_23
june_22
digital_toshiba
said_amazon
share_source
brief_group
said_reporting
june_20
expected_close
brief_announces
said_private
business_said
reuters_ltd
arabia_index
index_percent
billion_acquisition
acquire_group
san_francisco
sk_inc
7_percent
10_billion
one_source
source_toshiba
story_reuters
state_innovation
share_stock
amazon_whole
eikon_newsroom
29_reuters
billion_sale
backed_innovation
expected_2017
company_june
brief_agreement
0_1
0_3
going_said
0_5
0_4
billion_million
innovation_corp
either_company
equity_group
8_billion
buy_food
private_group
amazon_com
co_company
point_dubai
5_point
said_also
state_owned
4_point
million_eikon
inc_say
inc_group
chipmaker_hynix
15_reuters
july_11
time_reuters
july_group
0_share
inc_acquires
july_19
inc_approximately
july_10
19_reuters
acquisition_add
deal_1
market_value
following_acquisition
sk_hynix
1_percent
value_million
government_said
july_13
fund_network
3_percent
june_19
u_equity
brussels_reuters
backed_fund
business_reuters
reuters_co
hynix_inc
private_capital
company_business
1_pound
july_24
co_million
july_26
writing_editing
said_based
rose_percent
preferred_bidder
2_million
consortium_government
reuters_bid
food_market
close_quarter
next_year
fund_management
june_30
u_business
makiko_editing
common_share
deal_company
investment_bank
third_quarter
credit_facility
deal_july
acquire_provider
percent_said
would_food
earnings_share
enters_agreement
billion_bankrupt
2017_company
dubai_index
deal_reuters
1_index
share_0
state_backed
innovation_network
group_source
immediately_available
reuters_reported
japanese_government
value_billion
1_euro
cash_million
buy_company
buy_1
billion_u
story_verified
european_commission
investment_company
toshiba_unit
world_nand
deal_day
fund_corp
year_ago
14_billion
korean_sk
international_inc
2017_eikon
co_june
said_percent
saudi_index
south_hynix
investment_acquire
investment_firm
june_14
june_15
july_top
2017_source
july_july
said_toshiba
june_group
stake_percent
2017_text
index_5
activist_investor
million_coverage
sale_chip
inc_transaction
index_3
index_1
deal_buy
acquire_business
20_reuters
company_source
6_reuters
valued_billion
agreed_buy
group_company
price_million
deal_billion
amazon_food
york_reuters
digital_corp
merger_july
transaction_expected
term_deal
would_buy
network_corp
top_reuters
million_pound
group_july
percent_kuwait
citing_source
company_deal
earnings_per
rose_0
1_million
july_story
asset_management
sale_reuters
acquisition_company
12_reuters
south_chipmaker
13_7
inc_expected
amazon_said
whole_food
u_private
deal_june
year_said
south_sk
added_percent
eu_approval
9_percent
co_acquire
said_billion
july_4
5_reuters
common_stock
million_said
u_court
britain_european
billion_reuters
13_billion
board_director
company_would
corp_chip
deal_approximately
business_june
5_million
highlight_saudi
0_percent
capital_partner
cash_share
company_group
acquisition_reuters
june_29
company_newsroom
reuters_accuracy
percent_percent
compiled_newsroom
capital_group
people_said
reuters_vouch
brief_acquires
verified_vouch
press_digest
said_friday
story_vouch
following_story
european_union
reuters_verified
u_firm
1_bln
compiled_bengaluru
inc_company
mln_july
u_company
9_billion
group_group
million_cash
million_deal
two_year
coverage_newsroom
said_thursday
deal_said
said_monday
brief_acquire
reuters_top
entered_agreement
inc_said
july_5
inc_agreement
said_u
sao_paulo
story_accuracy
june_inc
billion_2
editing_edwina
verified_accuracy
june_corp
new_reuters
market_said
toshiba_corp
sao_reuters
brief_say
purchase_price
tokyo_reuters
top_story
analyst_said
july_corp
paulo_reuters
said_wednesday
reuters_story
chip_unit
percent_share
one_said
london_reuters
reuters_merger
13_reuters
following_top
reporting_makiko
million_inc
4_percent
vouch_accuracy
billion_deal
reporting_yamazaki
makiko_yamazaki
agreement_acquire
verified_story
said_sell
western_digital
digital_chip
additional_editing
joint_venture
reuters_following
editing_gibbs
executive_said
deal_million
source_matter
1_2
1_3
company_coverage
inc_deal
merger_acquisition
mln_reuters
bain_capital
text_ly
ly_coverage
percent_year
source_told
familiar_said
million_text
said_buy
source_ly
source_familiar
update_2
1_1
reuters_group
bit_coverage
ly_company
july_inc
said_tuesday
last_week
million_company
million_source
billion_year
chief_said
chief_officer
hedge_fund
6_billion
deal_acquisition
bit_ly
approximately_million
text_bit
bit_company
source_bit
inc_acquire
billion_1
billion_euro
1_reporting
said_said
euro_billion
immediately_comment
1_0
2_percent
last_month
26_reuters
world_largest
matter_said
group_said
people_matter
reuters_said
update_1
said_sale
4_billion
reporting_bengaluru
inc_inc
bengaluru_editing
united_state
new_york
said_company
share_percent
percent_stake
5_percent
5_billion
million_million
7_billion
last_year
reuters_corp
text_company
declined_comment
source_coverage
said_statement
told_reuters
said_deal
additional_reporting
source_eikon
3_billion
eikon_company
private_firm
familiar_matter
text_eikon
source_company
text_coverage
source_said
company_said
eikon_coverage
billion_billion
equity_firm
chief_executive
source_text
per_share
source_reuters
said_would
private_equity
reuters_inc
2_billion
1_billion
june_reuters
july_reuters
reporting_editing
